epoch,acc,loss,lr,val_acc,val_loss
0,0.035199175824175824,15.518810880053174,0.001,0.03660714285714286,15.528061512538365
1,0.03279532967032967,15.589500710204407,0.001,0.03660714285714286,15.528061512538365
2,0.032623626373626376,15.592268241630805,0.001,0.03660714285714286,15.528061512538365
3,0.031421703296703296,15.611640961615594,0.001,0.03660714285714286,15.528061512538365
4,0.033482142857142856,15.578430584498815,0.001,0.03660714285714286,15.528061512538365
5,0.033997252747252744,15.57012799021962,0.001,0.03660714285714286,15.528061512538365
6,0.036401098901098904,15.531382550250044,0.001,0.03660714285714286,15.528061512538365
7,0.03571428571428571,15.542452675955635,0.00020000001,0.03660714285714286,15.528061512538365
8,0.03485576923076923,15.556290333087627,0.00020000001,0.03660714285714286,15.528061512538365
9,0.03365384615384615,15.575663053072416,0.00020000001,0.03660714285714286,15.528061512538365
10,0.03296703296703297,15.58673317877801,0.00020000001,0.03660714285714286,15.528061512538365
