epoch,acc,loss,lr,val_acc,val_loss
0,0.036057692307692304,15.402722825060835,0.001,0.03660714285714286,15.528061512538365
1,0.03331043956043956,15.581198115925213,0.001,0.03660714285714286,15.528061512538365
2,0.033138736263736264,15.583965647351611,0.001,0.03660714285714286,15.528061512538365
3,0.03485576923076923,15.556290333087627,0.001,0.03660714285714286,15.528061512538365
4,0.03794642857142857,15.506474767412458,0.001,0.03660714285714286,15.528061512538365
5,0.039320054945054944,15.484334516001272,0.001,0.03660714285714286,15.528061512538365
6,0.03691620879120879,15.523079955970848,0.001,0.03660714285714286,15.528061512538365
7,0.033138736263736264,15.583965647351611,0.00020000001,0.03660714285714286,15.528061512538365
8,0.03811813186813187,15.50370723598606,0.00020000001,0.03660714285714286,15.528061512538365
9,0.035542582417582416,15.545220207382034,0.00020000001,0.03660714285714286,15.528061512538365
10,0.03588598901098901,15.539685144529237,0.00020000001,0.03660714285714286,15.528061512538365
