epoch,acc,loss,lr,val_acc,val_loss
0,0.033138736263736264,15.556340490068708,0.01,0.03169642857142857,15.607212911333356
1,0.033482142857142856,15.578430584498815,0.01,0.03169642857142857,15.607212911333356
2,0.03245192307692308,15.595035773057203,0.01,0.03169642857142857,15.607212911333356
3,0.02815934065934066,15.664224058717162,0.01,0.03169642857142857,15.607212911333356
4,0.037603021978021976,15.512009830265255,0.01,0.03169642857142857,15.607212911333356
5,0.03176510989010989,15.606105898762797,0.01,0.03169642857142857,15.607212911333356
6,0.03485576923076923,15.556290333087627,0.01,0.03169642857142857,15.607212911333356
7,0.03365384615384615,15.575663053072416,0.0019999999,0.03169642857142857,15.607212911333356
8,0.03691620879120879,15.523079955970848,0.0019999999,0.03169642857142857,15.607212911333356
9,0.03125,15.614408493041992,0.0019999999,0.03169642857142857,15.607212911333356
10,0.037603021978021976,15.512009830265255,0.0019999999,0.03169642857142857,15.607212911333356
