epoch,acc,loss,lr,val_acc,val_loss
0,0.03588598901098901,15.503671813797165,0.01,0.03169642857142857,15.607212911333356
1,0.04035027472527473,15.467729327442882,0.01,0.03169642857142857,15.607212911333356
2,0.03125,15.614408493041992,0.01,0.03169642857142857,15.607212911333356
3,0.035199175824175824,15.55075527023483,0.01,0.03169642857142857,15.607212911333356
4,0.03794642857142857,15.506474767412458,0.01,0.03169642857142857,15.607212911333356
5,0.03777472527472527,15.509242298838856,0.01,0.03169642857142857,15.607212911333356
6,0.036744505494505496,15.525847487397247,0.01,0.03169642857142857,15.607212911333356
7,0.032280219780219783,15.597803304483602,0.0019999999,0.03169642857142857,15.607212911333356
8,0.03279532967032967,15.589500710204407,0.0019999999,0.03169642857142857,15.607212911333356
9,0.032280219780219783,15.597803304483602,0.0019999999,0.03169642857142857,15.607212911333356
10,0.032280219780219783,15.597803304483602,0.0019999999,0.03169642857142857,15.607212911333356
