epoch,acc,loss,lr,val_acc,val_loss
0,0.047046703296703296,3.6189335925238475,1e-05,0.08435314685314685,3.2147265797728424
1,0.12826236263736263,3.060955278821044,1e-05,0.2534965034965035,2.444923791852031
2,0.2247596153846154,2.564787398982834,1e-05,0.35926573426573427,2.0835005003255564
3,0.3293269230769231,2.174521409548246,1e-05,0.45585664335664333,1.819745330126969
4,0.42324862637362637,1.8680357957606788,1e-05,0.5240384615384616,1.4653766371987083
5,0.47853708791208793,1.65176183116305,1e-05,0.5791083916083916,1.298789135226003
6,0.5223214285714286,1.4696932130462521,1e-05,0.618006993006993,1.1652525830102134
7,0.5638736263736264,1.3194762298039027,1e-05,0.6534090909090909,1.0634689218514448
8,0.5915178571428571,1.2748058453038498,1e-05,0.6844405594405595,0.9557336806417345
9,0.6279189560439561,1.1420103356569677,1e-05,0.6844405594405595,0.9483564352238929
10,0.6378777472527473,1.1054452442369618,1e-05,0.7185314685314685,0.8354839316823266
11,0.6720467032967034,0.9916964138520288,1e-05,0.7447552447552448,0.7927693870517757
12,0.7044986263736264,0.8867514530544752,1e-05,0.7469405594405595,0.7648941557724159
13,0.7182348901098901,0.8583046783498682,1e-05,0.7491258741258742,0.7617173368905807
14,0.7371222527472527,0.7919472004031087,1e-05,0.7701048951048951,0.6989561813277798
15,0.7319711538461539,0.7827439185968794,1e-05,0.7596153846153846,0.7247635627334769
16,0.7589285714285714,0.7322777812010967,1e-05,0.7819055944055944,0.675459437176481
17,0.7649381868131868,0.7109780838446957,1e-05,0.7993881118881119,0.6071718160089079
18,0.7613324175824175,0.7197911197033066,1e-05,0.7980769230769231,0.6290164020928469
19,0.7773008241758241,0.668336598652896,1e-05,0.771416083916084,0.6676732400184745
20,0.7889766483516484,0.6399671736244972,1e-05,0.8015734265734266,0.6282843585041437
21,0.7999656593406593,0.5876601899636316,1e-05,0.8181818181818182,0.5390545481464246
22,0.7944711538461539,0.6020781119446178,1e-05,0.8129370629370629,0.584523062475703
23,0.8176510989010989,0.5461551695857402,1e-05,0.8356643356643356,0.517933065657849
24,0.8444368131868132,0.4583379527717665,1e-05,0.8177447552447552,0.5457581858951729
25,0.8487293956043956,0.45509002459552755,1e-05,0.8347902097902098,0.5123957364292412
26,0.8476991758241759,0.4286954575371775,1e-05,0.8347902097902098,0.5304700460258898
27,0.8561126373626373,0.42583349549242266,1e-05,0.8343531468531469,0.5470859871825555
28,0.8573145604395604,0.42043597695346063,1e-05,0.8103146853146853,0.6344932838232367
29,0.8567994505494505,0.428143598267215,1e-05,0.8234265734265734,0.5495937084192997
30,0.8545673076923077,0.42656618265107604,1e-05,0.840472027972028,0.4859404304436037
31,0.865728021978022,0.3863704318723099,1e-05,0.8562062937062938,0.473956919151482
32,0.8744848901098901,0.37549161019090277,1e-05,0.8505244755244755,0.46225742112610724
33,0.8708791208791209,0.3862232250816465,1e-05,0.8527097902097902,0.4541109651978408
34,0.883070054945055,0.3480017906986177,1e-05,0.854458041958042,0.47860064926733087
35,0.8784340659340659,0.3639824250431547,1e-05,0.8627622377622378,0.448598437649491
36,0.9086538461538461,0.2769176742128496,1e-05,0.8513986013986014,0.47901444001631305
37,0.9114010989010989,0.2591911591499901,1e-05,0.8592657342657343,0.5111114666243637
38,0.9060782967032966,0.265651957206121,1e-05,0.8531468531468531,0.5067014534130588
39,0.9083104395604396,0.27016428661031217,1e-05,0.8658216783216783,0.46693104719156986
40,0.9117445054945055,0.2593134886707988,1e-05,0.8688811188811189,0.42968986044032176
41,0.9074519230769231,0.27548939604465694,1e-05,0.840034965034965,0.5924379373086499
42,0.9091689560439561,0.26004384094874816,1e-05,0.8662587412587412,0.48156579543504263
43,0.9191277472527473,0.23647290274019833,1e-05,0.8631993006993007,0.484422239123264
44,0.9110576923076923,0.25078677039741853,1e-05,0.8562062937062938,0.5250605233811442
45,0.9163804945054945,0.2398444175397834,1e-05,0.8824300699300699,0.4504928846250881
0,0.9362980769230769,0.186845147200594,1e-05,0.8496503496503497,0.5199742248946136
1,0.9332074175824175,0.19436404004611157,1e-05,0.8505244755244755,0.6002556117922329
2,0.9338942307692307,0.19416739026168975,1e-05,0.8767482517482518,0.49360231874784183
3,0.9313186813186813,0.1984046119723244,1e-05,0.8653846153846154,0.5056762049248168
4,0.9371565934065934,0.18302477434134254,1e-05,0.8815559440559441,0.4643130957155482
5,0.9378434065934066,0.1812676240809666,1e-05,0.8579545454545454,0.5691541265859106
6,0.9376717032967034,0.18289467657834374,1e-05,0.8701923076923077,0.49999379616481465
7,0.9445398351648352,0.16341312771732153,1e-05,0.8728146853146853,0.518302548885137
8,0.9371565934065934,0.1768275820173625,1e-05,0.868006993006993,0.5036174128877351
9,0.9337225274725275,0.18238678246488343,1e-05,0.8872377622377622,0.4333778596743681
10,0.9349244505494505,0.19651417531281618,1e-05,0.8784965034965035,0.46808653926945754
11,0.9387019230769231,0.17836533655901185,1e-05,0.8802447552447552,0.43496389417433656
12,0.9661744505494505,0.10236479961611542,1e-05,0.8763111888111889,0.5128128361343601
13,0.9517513736263736,0.13559526491879517,1e-05,0.8527097902097902,0.6142575429146784
14,0.9551854395604396,0.13588726906467916,1e-05,0.8828671328671329,0.4599479775895345
15,0.9541552197802198,0.13264686354939062,1e-05,0.8723776223776224,0.4838425579114078
16,0.9579326923076923,0.12132925195152523,1e-05,0.8732517482517482,0.537141945514701
17,0.9587912087912088,0.1224074227157961,1e-05,0.8736888111888111,0.48301171192449965
18,0.9541552197802198,0.13287828531299187,1e-05,0.8719405594405595,0.47833111418400553
19,0.9563873626373627,0.12451913431161282,1e-05,0.8798076923076923,0.4644137456267421
