epoch,acc,loss,lr,val_acc,val_loss
0,0.031936813186813184,15.592954467941116,0.01,0.03571428571428571,15.542452675955635
1,0.03365384615384615,15.575663053072416,0.01,0.03571428571428571,15.542452675955635
2,0.031936813186813184,15.603338367336399,0.01,0.03571428571428571,15.542452675955635
3,0.033997252747252744,15.57012799021962,0.01,0.03571428571428571,15.542452675955635
4,0.03708791208791209,15.52031242454445,0.01,0.03571428571428571,15.542452675955635
5,0.03743131868131868,15.514777361691653,0.01,0.03571428571428571,15.542452675955635
6,0.03279532967032967,15.589500710204407,0.01,0.03571428571428571,15.542452675955635
7,0.0365728021978022,15.528615018823645,0.0019999999,0.03571428571428571,15.542452675955635
8,0.037603021978021976,15.512009830265255,0.0019999999,0.03571428571428571,15.542452675955635
9,0.03416895604395604,15.567360458793221,0.0019999999,0.03571428571428571,15.542452675955635
10,0.03210851648351648,15.60057083591,0.0019999999,0.03571428571428571,15.542452675955635
