epoch,acc,loss,lr,val_acc,val_loss
0,0.03537087912087912,3.371384649486332,0.01,0.039732142857142855,3.3655977862221853
1,0.04000686813186813,3.365872105399331,0.01,0.04017857142857143,3.3618194511958532
2,0.03914835164835165,3.3673190598959453,0.01,0.04017857142857143,3.3640411853790284
3,0.03794642857142857,3.36804244020483,0.01,0.04017857142857143,3.363353102547782
4,0.03588598901098901,3.3667993414533006,0.01,0.04017857142857143,3.364284086227417
5,0.037603021978021976,3.366514426011306,0.01,0.04776785714285714,3.363693584714617
6,0.04361263736263736,3.364551161671733,0.01,0.05,3.362418781008039
7,0.039320054945054944,3.366161469574813,0.01,0.04776785714285714,3.360677984782628
8,0.03743131868131868,3.367747967059796,0.01,0.04776785714285714,3.3610944066728865
9,0.049107142857142856,3.3624197257744086,0.01,0.04776785714285714,3.360396569115775
10,0.04017857142857143,3.3667503660851783,0.01,0.038839285714285715,3.361922986166818
11,0.04601648351648352,3.3654670060335934,0.01,0.040625,3.367645992551531
12,0.03691620879120879,3.3680355548858643,0.01,0.04776785714285714,3.3624402727399554
13,0.03743131868131868,3.3679896763392856,0.01,0.04776785714285714,3.362433590207781
14,0.04000686813186813,3.3665347387502482,0.01,0.04776785714285714,3.362356301716396
15,0.03777472527472527,3.367900672849718,0.01,0.04776785714285714,3.3643309456961497
16,0.038804945054945056,3.366320002210009,0.0019999999,0.04776785714285714,3.36367552621024
